Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Provider,Category,Population,Fast Food Density
2094,"American Deli Memphis 5, Tn",35.107481,-89.94448,"3545 Park Ave, Memphis, TN, 38111",3545 Park Ave,Memphis,TN,38111,Shelby,American Deli,Food Chains,924454.0,0.0007680209074761967
2093,"American Deli Memphis 4, Tn",35.164744,-89.952232,"3243 Jackson Ave, Memphis, TN, 38122",3243 Jackson Ave,Memphis,TN,38122,Shelby,American Deli,Food Chains,924454.0,0.0007680209074761967
3049,"American Deli Memphis 11, Tn",35.049941,-89.841175,"6668 Winchester Rd, Memphis, TN, 38115",6668 Winchester Rd,Memphis,TN,38115,Shelby,American Deli,Food Chains,924454.0,0.0007680209074761967
248,Emory Road #449,36.052118,-83.991832,"603 E Emory Rd Suite 106, Powell, TN, 37849",603 E Emory Rd Suite 106,Powell,TN,37849,Knox,Firehouse Subs,Food Chains,486677.0,0.0008321741113716079
350,Hendersonville (Tn) #627,36.327884,-86.593313,"280 Indian Lake Blvd Suite 120, Hendersonville, TN, 37075",280 Indian Lake Blvd Suite 120,Hendersonville,TN,37075,Sumner,Firehouse Subs,Food Chains,200557.0,0.0007080281416255728
190,Cumberland Ave #191,35.9563933,-83.9324395,"1708 W Cumberland Ave, Knoxville, TN, 37916",1708 W Cumberland Ave,Knoxville,TN,37916,Knox,Firehouse Subs,Food Chains,486677.0,0.0008321741113716079
1006,Cordova Parkway Place #1427,35.163447,-89.793607,"1400 North Germantown Parkway Ste 108, Cordova, TN, 38016",1400 North Germantown Parkway Ste 108,Cordova,TN,38016,Shelby,Firehouse Subs,Food Chains,924454.0,0.0007680209074761967
122,Cedar Bluff #240,35.9174603,-84.0843935,"8853 Town And Country Cir, Knoxville, TN, 37923",8853 Town And Country Cir,Knoxville,TN,37923,Knox,Firehouse Subs,Food Chains,486677.0,0.0008321741113716079
261,Farragut #575,35.8817918,-84.1568775,"119 Brooklawn St, Farragut, TN, 37934",119 Brooklawn St,Farragut,TN,37934,Knox,Firehouse Subs,Food Chains,486677.0,0.0008321741113716079
306,Germantown #266,35.0954943,-89.8021277,"7685 Farmington Blvd Suite 108, Germantown, TN, 38138",7685 Farmington Blvd Suite 108,Germantown,TN,38138,Shelby,Firehouse Subs,Food Chains,924454.0,0.0007680209074761967
530,Mt. Juliet South #774,36.1630908,-86.514986,"650 S Mt Juliet Rd 330, Mount Juliet, TN, 37122",650 S Mt Juliet Rd 330,Mount Juliet,TN,37122,Wilson,Firehouse Subs,Food Chains,151917.0,0.0008754780570969674
33,Appling #311,35.204322,-89.81173,"7505 Hwy 64 Suite 109, Memphis, TN, 38133",7505 Hwy 64 Suite 109,Memphis,TN,38133,Shelby,Firehouse Subs,Food Chains,924454.0,0.0007680209074761967
91,Brentwood #1019,36.0406197,-86.7711425,"700 Old Hickory Blvd Suite 201, Brentwood, TN, 37027",700 Old Hickory Blvd Suite 201,Brentwood,TN,37027,Williamson,Firehouse Subs,Food Chains,255735.0,0.0009345611668328544
1408,Chapman Highway #1680,35.907036,-83.8348,"7614 Chapman Highway Suite 116, Knoxville, TN, 37920",7614 Chapman Highway Suite 116,Knoxville,TN,37920,Knox,Firehouse Subs,Food Chains,486677.0,0.0008321741113716079
280,Fountain City #314,36.03466803,-83.93147083,"5226 N Broadway, Knoxville, TN, 37918",5226 N Broadway,Knoxville,TN,37918,Knox,Firehouse Subs,Food Chains,486677.0,0.0008321741113716079
1662,Tennessee State #90021,36.1683,-86.82561,"3500 John A Merritt Blvd, Nashville, TN, 37209",3500 John A Merritt Blvd,Nashville,TN,37209,Davidson,Firehouse Subs,Food Chains,703953.0,0.000869376222560313
1276,Ringgold Rd #1570,34.989413,-85.209632,"6408 Ringgold Rd Ste C, Chattanooga, TN, 37412",6408 Ringgold Rd Ste C,Chattanooga,TN,37412,Hamilton,Firehouse Subs,Food Chains,369135.0,0.00093732645238192
567,Northwest Plaza #788,35.972954,-83.9858129,"4419 Western Avenue 101, Knoxville, TN, 37920",4419 Western Avenue 101,Knoxville,TN,37920,Knox,Firehouse Subs,Food Chains,486677.0,0.0008321741113716079
974,Hixson #1235,35.147836,-85.24944,"5546 Tn Hwy 153 Ste 102, Hixson, TN, 37343",5546 Tn Hwy 153 Ste 102,Hixson,TN,37343,Hamilton,Firehouse Subs,Food Chains,369135.0,0.00093732645238192
851,West Hills #394,35.9301554,-84.0369525,"128 Buckingham Dr, Knoxville, TN, 37909",128 Buckingham Dr,Knoxville,TN,37909,Knox,Firehouse Subs,Food Chains,486677.0,0.0008321741113716079
231,East Gate #371,35.106548,-89.8933349,"5062 Park Avenue, Memphis, TN, 38117",5062 Park Avenue,Memphis,TN,38117,Shelby,Firehouse Subs,Food Chains,924454.0,0.0007680209074761967
1165,Wolftever Crossing #1397,35.083898,-85.065695,"9032 Old Lee Hwy Ste 114, Ooltewah, TN, 37363",9032 Old Lee Hwy Ste 114,Ooltewah,TN,37363,Hamilton,Firehouse Subs,Food Chains,369135.0,0.00093732645238192
187,Crossings On Main #977,35.74169,-86.939869,"1000 Crossings Blvd Suite 1000, Spring Hill, TN, 37174",1000 Crossings Blvd Suite 1000,Spring Hill,TN,37174,Williamson,Firehouse Subs,Food Chains,255735.0,0.0009345611668328544
645,Red Bank #316,35.118697,-85.291017,"3849 Dayton Blvd Suite 101, Chattanooga, TN, 37415",3849 Dayton Blvd Suite 101,Chattanooga,TN,37415,Hamilton,Firehouse Subs,Food Chains,369135.0,0.00093732645238192
344,Hardin Valley #482,35.9463671,-84.1612844,"10728 Hardin Valley Rd, Knoxville, TN, 37932",10728 Hardin Valley Rd,Knoxville,TN,37932,Knox,Firehouse Subs,Food Chains,486677.0,0.0008321741113716079
138,Charlotte Pike #526,36.13896,-86.8815914,"6606 Charlotte Pike Suite 101, Nashville, TN, 37205",6606 Charlotte Pike Suite 101,Nashville,TN,37205,Davidson,Firehouse Subs,Food Chains,703953.0,0.000869376222560313
167,Cool Springs #800,35.9358668,-86.8257196,"1844 West Mcewen Dr, Franklin, TN, 37067",1844 West Mcewen Dr,Franklin,TN,37067,Williamson,Firehouse Subs,Food Chains,255735.0,0.0009345611668328544
1543,Church Street Murfreesboro #1891,35.79282,-86.399752,"2854 South Church Street, Murfreesboro, TN, 37127",2854 South Church Street,Murfreesboro,TN,37127,Rutherford,Firehouse Subs,Food Chains,352182.0,0.0008319562044624654
157,Collierville #721,35.0462124,-89.6928232,"910 W Poplar Ave Suite 3, Collierville, TN, 38017",910 W Poplar Ave Suite 3,Collierville,TN,38017,Shelby,Firehouse Subs,Food Chains,924454.0,0.0007680209074761967
146,Clarksville #889,36.594662,-87.285746,"3075 Wilma Rudolph Blvd, Clarksville, TN, 37040",3075 Wilma Rudolph Blvd,Clarksville,TN,37040,Montgomery,Firehouse Subs,Food Chains,227900.0,0.0007591048705572619
315,Goodlettsville #506,36.330983,-86.697635,"480 Long Hollow Pike, Goodlettsville, TN, 37072",480 Long Hollow Pike,Goodlettsville,TN,37072,Davidson,Firehouse Subs,Food Chains,703953.0,0.000869376222560313
332,Gunbarrel #439,35.0258663,-85.1561565,"1820 Gunbarrel Rd Suite 700, Chattanooga, TN, 37421",1820 Gunbarrel Rd Suite 700,Chattanooga,TN,37421,Hamilton,Firehouse Subs,Food Chains,369135.0,0.00093732645238192
1523,Memorial Blvd Murfreesboro #1847,35.888257,-86.382884,"2445 Memorial Blvd Ste A, Murfreesboro, TN, 37129",2445 Memorial Blvd Ste A,Murfreesboro,TN,37129,Rutherford,Firehouse Subs,Food Chains,352182.0,0.0008319562044624654
353,Hermitage Commons #468,36.1880117,-86.6140889,"5225 Old Hickory Blvd Ste 203, Hermitage, TN, 37076",5225 Old Hickory Blvd Ste 203,Hermitage,TN,37076,Davidson,Firehouse Subs,Food Chains,703953.0,0.000869376222560313
703,Smyrna #498,35.9859124,-86.5468036,"337 West Sam Ridley Pkwy, Smyrna, TN, 37167",337 West Sam Ridley Pkwy,Smyrna,TN,37167,Rutherford,Firehouse Subs,Food Chains,352182.0,0.0008319562044624654
891,Madison Street #1263,36.5141344,-87.3074426,"1839 Madison Street Building E, Clarksville, TN, 37040",1839 Madison Street Building E,Clarksville,TN,37040,Montgomery,Firehouse Subs,Food Chains,227900.0,0.0007591048705572619
532,Medical Center Pkwy Murfreesboro #598,35.8578718,-86.4289997,"2018 Medical Center Parkway, Murfreesboro, TN, 37129",2018 Medical Center Parkway,Murfreesboro,TN,37129,Rutherford,Firehouse Subs,Food Chains,352182.0,0.0008319562044624654
801,Union Ave. #771,35.1360856,-90.0091932,"1571 Union Avenue, Brunswick, TN, 38014",1571 Union Avenue,Brunswick,TN,38014,Shelby,Firehouse Subs,Food Chains,924454.0,0.0007680209074761967
75,Berryhill #561,36.112349,-86.764086,"708 Thompson Lane, Nashville, TN, 37204",708 Thompson Lane,Nashville,TN,37204,Davidson,Firehouse Subs,Food Chains,703953.0,0.000869376222560313
150,Clinton Hwy #392,36.0089596,-84.0198885,"2431 Callahan Dr, Knoxville, TN, 37912",2431 Callahan Dr,Knoxville,TN,37912,Knox,Firehouse Subs,Food Chains,486677.0,0.0008321741113716079
,Checkers Lamar Ave,35.06471,-89.94047,"3680 Lamar Ave, Memphis, TN, 38118",3680 Lamar Ave,Memphis,TN,38118,Shelby,Checkers and Rally's,Food Chains,924454.0,0.0007680209074761967
,Checkers South Perkins Road,35.06435875,-89.90610784,"3091 S Perkins Rd, Memphis, TN, 38118",3091 S Perkins Rd,Memphis,TN,38118,Shelby,Checkers and Rally's,Food Chains,924454.0,0.0007680209074761967
,Checkers Sgt Asbury Hawn Way,35.96275,-86.49653,"1098 Sgt Asbury Hawn Way, Smyrna, TN, 37167",1098 Sgt Asbury Hawn Way,Smyrna,TN,37167,Rutherford,Checkers and Rally's,Food Chains,352182.0,0.0008319562044624654
,Checkers Clarksville Pike,36.19475025,-86.83235072,"3232 Clarksville Pike, Nashville, TN, 37218",3232 Clarksville Pike,Nashville,TN,37218,Davidson,Checkers and Rally's,Food Chains,703953.0,0.000869376222560313
,Checkers Chapman Hwy,35.93692012,-83.90689886,"4100 Chapman Hwy, Knoxville, TN, 37920",4100 Chapman Hwy,Knoxville,TN,37920,Knox,Checkers and Rally's,Food Chains,486677.0,0.0008321741113716079
,Checkers Winchester Rd,35.04893651,-89.79822199,"7938 Winchester Rd, Memphis, TN, 38125",7938 Winchester Rd,Memphis,TN,38125,Shelby,Checkers and Rally's,Food Chains,924454.0,0.0007680209074761967
,Checkers Murfreesboro Pike,36.02237372,-86.5838491,"5062 Murfreesboro Rd, La Vergne, TN, 37086",5062 Murfreesboro Rd,La Vergne,TN,37086,Rutherford,Checkers and Rally's,Food Chains,352182.0,0.0008319562044624654
,Checkers S. Bellevue,35.1293178,-90.02147627,"631 S Bellevue, Memphis, TN, 38104",631 S Bellevue,Memphis,TN,38104,Shelby,Checkers and Rally's,Food Chains,924454.0,0.0007680209074761967
,Checkers Elvis Presley Blvd,35.05009362,-90.02554402,"3605 Elvis Presley Blvd, Memphis, TN, 38116",3605 Elvis Presley Blvd,Memphis,TN,38116,Shelby,Checkers and Rally's,Food Chains,924454.0,0.0007680209074761967
,Checkers Poplar Avenue,35.14586533,-90.03307263,"844 Poplar Avenue, Memphis, TN, 38105",844 Poplar Avenue,Memphis,TN,38105,Shelby,Checkers and Rally's,Food Chains,924454.0,0.0007680209074761967
,Checkers Gallatin Road,36.20392537,-86.73873425,"3001 Gallatin Road, Nashville, TN, 37216",3001 Gallatin Road,Nashville,TN,37216,Davidson,Checkers and Rally's,Food Chains,703953.0,0.000869376222560313
,Checkers E. Shelby Dr,35.0208216,-89.8296865,"6990 E Shelby Dr, Memphis, TN, 38125",6990 E Shelby Dr,Memphis,TN,38125,Shelby,Checkers and Rally's,Food Chains,924454.0,0.0007680209074761967
,Checkers Germantown Pkwy,35.14156264,-89.79483577,"600 N Germantown Pkwy, Cordova, TN, 38018",600 N Germantown Pkwy,Cordova,TN,38018,Shelby,Checkers and Rally's,Food Chains,924454.0,0.0007680209074761967
,Checkers Mount Moriah Road,35.072998,-89.86357749,"6000 Mount Moriah Road, Memphis, TN, 38115",6000 Mount Moriah Road,Memphis,TN,38115,Shelby,Checkers and Rally's,Food Chains,924454.0,0.0007680209074761967
,Checkers Ringgold Road,34.99550286,-85.23704429,"4348 Ringgold Road, Chattanooga, TN, 37412",4348 Ringgold Road,Chattanooga,TN,37412,Hamilton,Checkers and Rally's,Food Chains,369135.0,0.00093732645238192
,Checkers Getwell Rd,35.10723195,-89.93184671,"3935 Park Ave, Memphis, TN, 38111",3935 Park Ave,Memphis,TN,38111,Shelby,Checkers and Rally's,Food Chains,924454.0,0.0007680209074761967
,Checkers Rivergate Parkway,36.297781,-86.699137,"930 Rivergate Parkway, Goodlettsville, TN, 37072",930 Rivergate Parkway,Goodlettsville,TN,37072,Davidson,Checkers and Rally's,Food Chains,703953.0,0.000869376222560313
,Checkers Austin Peay Highway,35.21367398,-89.91581942,"3240 Austin Peay Highway, Memphis, TN, 38128",3240 Austin Peay Highway,Memphis,TN,38128,Shelby,Checkers and Rally's,Food Chains,924454.0,0.0007680209074761967
,Checkers E Eh Crump Blvd,35.1246769,-90.04752338,"434 E Eh Crump Blvd, Memphis, TN, 38126",434 E Eh Crump Blvd,Memphis,TN,38126,Shelby,Checkers and Rally's,Food Chains,924454.0,0.0007680209074761967
,Checkers N.W. Broad Street,35.85526139,-86.40358284,"829 NW Broad Street, Murfreesboro, TN, 37129",829 NW Broad Street,Murfreesboro,TN,37129,Rutherford,Checkers and Rally's,Food Chains,352182.0,0.0008319562044624654
,Checkers Rivergate Parkway,36.297781,-86.699137,"930 Rivergate Parkway, Goodlettsville, TN, 37072",930 Rivergate Parkway,Goodlettsville,TN,37072,Davidson,Checkers,Food Chains,703953.0,0.000869376222560313
,Checkers S. Bellevue,35.1293178,-90.02147627,"631 S Bellevue, Memphis, TN, 38104",631 S Bellevue,Memphis,TN,38104,Shelby,Checkers,Food Chains,924454.0,0.0007680209074761967
,Checkers Ringgold Road,34.99550286,-85.23704429,"4348 Ringgold Road, Chattanooga, TN, 37412",4348 Ringgold Road,Chattanooga,TN,37412,Hamilton,Checkers,Food Chains,369135.0,0.00093732645238192
,Checkers Germantown Pkwy,35.14156264,-89.79483577,"600 N Germantown Pkwy, Cordova, TN, 38018",600 N Germantown Pkwy,Cordova,TN,38018,Shelby,Checkers,Food Chains,924454.0,0.0007680209074761967
,Checkers Chapman Hwy,35.93692012,-83.90689886,"4100 Chapman Hwy, Knoxville, TN, 37920",4100 Chapman Hwy,Knoxville,TN,37920,Knox,Checkers,Food Chains,486677.0,0.0008321741113716079
,Checkers Lamar Ave,35.06471,-89.94047,"3680 Lamar Ave, Memphis, TN, 38118",3680 Lamar Ave,Memphis,TN,38118,Shelby,Checkers,Food Chains,924454.0,0.0007680209074761967
,Checkers Winchester Rd,35.04893651,-89.79822199,"7938 Winchester Rd, Memphis, TN, 38125",7938 Winchester Rd,Memphis,TN,38125,Shelby,Checkers,Food Chains,924454.0,0.0007680209074761967
,Checkers Sgt Asbury Hawn Way,35.96275,-86.49653,"1098 Sgt Asbury Hawn Way, Smyrna, TN, 37167",1098 Sgt Asbury Hawn Way,Smyrna,TN,37167,Rutherford,Checkers,Food Chains,352182.0,0.0008319562044624654
,Checkers E. Shelby Dr,35.0208216,-89.8296865,"6990 E Shelby Dr, Memphis, TN, 38125",6990 E Shelby Dr,Memphis,TN,38125,Shelby,Checkers,Food Chains,924454.0,0.0007680209074761967
,Checkers Getwell Rd,35.10723195,-89.93184671,"3935 Park Ave, Memphis, TN, 38111",3935 Park Ave,Memphis,TN,38111,Shelby,Checkers,Food Chains,924454.0,0.0007680209074761967
,Checkers South Perkins Road,35.06435875,-89.90610784,"3091 S Perkins Rd, Memphis, TN, 38118",3091 S Perkins Rd,Memphis,TN,38118,Shelby,Checkers,Food Chains,924454.0,0.0007680209074761967
,Checkers Austin Peay Highway,35.21367398,-89.91581942,"3240 Austin Peay Highway, Memphis, TN, 38128",3240 Austin Peay Highway,Memphis,TN,38128,Shelby,Checkers,Food Chains,924454.0,0.0007680209074761967
,Checkers Elvis Presley Blvd,35.05009362,-90.02554402,"3605 Elvis Presley Blvd, Memphis, TN, 38116",3605 Elvis Presley Blvd,Memphis,TN,38116,Shelby,Checkers,Food Chains,924454.0,0.0007680209074761967
,Checkers E Eh Crump Blvd,35.1246769,-90.04752338,"434 E Eh Crump Blvd, Memphis, TN, 38126",434 E Eh Crump Blvd,Memphis,TN,38126,Shelby,Checkers,Food Chains,924454.0,0.0007680209074761967
,Checkers Poplar Avenue,35.14586533,-90.03307263,"844 Poplar Avenue, Memphis, TN, 38105",844 Poplar Avenue,Memphis,TN,38105,Shelby,Checkers,Food Chains,924454.0,0.0007680209074761967
,Checkers Clarksville Pike,36.19475025,-86.83235072,"3232 Clarksville Pike, Nashville, TN, 37218",3232 Clarksville Pike,Nashville,TN,37218,Davidson,Checkers,Food Chains,703953.0,0.000869376222560313
,Checkers Mount Moriah Road,35.072998,-89.86357749,"6000 Mount Moriah Road, Memphis, TN, 38115",6000 Mount Moriah Road,Memphis,TN,38115,Shelby,Checkers,Food Chains,924454.0,0.0007680209074761967
,Checkers Murfreesboro Pike,36.02237372,-86.5838491,"5062 Murfreesboro Rd, La Vergne, TN, 37086",5062 Murfreesboro Rd,La Vergne,TN,37086,Rutherford,Checkers,Food Chains,352182.0,0.0008319562044624654
,Checkers Gallatin Road,36.20392537,-86.73873425,"3001 Gallatin Road, Nashville, TN, 37216",3001 Gallatin Road,Nashville,TN,37216,Davidson,Checkers,Food Chains,703953.0,0.000869376222560313
,Checkers N.W. Broad Street,35.85526139,-86.40358284,"829 NW Broad Street, Murfreesboro, TN, 37129",829 NW Broad Street,Murfreesboro,TN,37129,Rutherford,Checkers,Food Chains,352182.0,0.0008319562044624654
,Long John Silver's Kingsport,36.5248305,-82.5202543,"2354 Ft Henry Drive, Kingsport, TN, 37664",2354 Ft Henry Drive,Kingsport,TN,37664,Sullivan,Long John Silver's,Food Chains,159265.0,0.0009606630458669514
,Long John Silver's Bristol,36.561829,-82.210144,"1316 Volunteer Pkwy, Bristol, TN, 37620",1316 Volunteer Pkwy,Bristol,TN,37620,Sullivan,Long John Silver's,Food Chains,159265.0,0.0009606630458669514
,Long John Silver's Knoxville,35.9722805,-83.9845028,"4416 Western Ave, Knoxville, TN, 37921",4416 Western Ave,Knoxville,TN,37921,Knox,Long John Silver's,Food Chains,486677.0,0.0008321741113716079
65152,"Turkey Creek, Tn",35.9020636,-84.1502327,"11036 Parkside Drive, Farragut, TN, 37934",11036 Parkside Drive,Farragut,TN,37934,Knox,O'Charley's,Food Chains,486677.0,0.0008321741113716079
65021,"Hermitage, Tn",36.1821601,-86.6070469,"5500 Old Hickory Blvd, Hermitage, TN, 37076",5500 Old Hickory Blvd,Hermitage,TN,37076,Davidson,O'Charley's,Food Chains,703953.0,0.000869376222560313
65117,"Kingsport, Tn",36.5449733,-82.5192179,"1920 North Eastman Rd, Kingsport, TN, 37664",1920 North Eastman Rd,Kingsport,TN,37664,Sullivan,O'Charley's,Food Chains,159265.0,0.0009606630458669514
65011,"Riverside Drive, Tn",36.537351,-87.3681945,"674 North Riverside Dr, Clarksville, TN, 37040",674 North Riverside Dr,Clarksville,TN,37040,Montgomery,O'Charley's,Food Chains,227900.0,0.0007591048705572619
65010,"Rivergate, Tn",36.29963,-86.699964,"912 Rivergate Parkway, Goodlettsville, TN, 37072",912 Rivergate Parkway,Goodlettsville,TN,37072,Davidson,O'Charley's,Food Chains,703953.0,0.000869376222560313
65027,"Shallowford Road, Tn",35.0441477,-85.1559166,"2340 Shallowford Village, Chattanooga, TN, 37421",2340 Shallowford Village,Chattanooga,TN,37421,Hamilton,O'Charley's,Food Chains,369135.0,0.00093732645238192
65014,"Kingston Pike, Tn",35.9249898,-84.0504832,"8077 Kingston Pike, Knoxville, TN, 37919",8077 Kingston Pike,Knoxville,TN,37919,Knox,O'Charley's,Food Chains,486677.0,0.0008321741113716079
65144,"Bellevue, Tn",36.0814732,-86.9539791,"110 Coley Davis Court, Nashville, TN, 37221",110 Coley Davis Court,Nashville,TN,37221,Davidson,O'Charley's,Food Chains,703953.0,0.000869376222560313
65098,"Smyrna, Tn",35.9751556,-86.5746526,"820 Expo Drive, Smyrna, TN, 37167",820 Expo Drive,Smyrna,TN,37167,Rutherford,O'Charley's,Food Chains,352182.0,0.0008319562044624654
65066,"Gallatin, Tn",36.3771133,-86.4720314,"1009 Village Green Crossing, Gallatin, TN, 37066",1009 Village Green Crossing,Gallatin,TN,37066,Sumner,O'Charley's,Food Chains,200557.0,0.0007080281416255728
65149,"East Town, Tn",36.0291929,-83.8762505,"3050 South Mall Road, Knoxville, TN, 37917",3050 South Mall Road,Knoxville,TN,37917,Knox,O'Charley's,Food Chains,486677.0,0.0008321741113716079
65019,"Franklin, Tn",35.9153803,-86.8330939,"1202 Murfreesboro Rd, Franklin, TN, 37064",1202 Murfreesboro Rd,Franklin,TN,37064,Williamson,O'Charley's,Food Chains,255735.0,0.0009345611668328544
65009,"Hickory Hollow, Tn",36.0496109,-86.6524892,"923 Bell Road, Antioch, TN, 37013",923 Bell Road,Antioch,TN,37013,Davidson,O'Charley's,Food Chains,703953.0,0.000869376222560313
65153,"Murfreesboro #2, Tn",35.8463438,-86.442492,"2450 Old Fort Pkwy, Murfreesboro, TN, 37128",2450 Old Fort Pkwy,Murfreesboro,TN,37128,Rutherford,O'Charley's,Food Chains,352182.0,0.0008319562044624654
65037,"Wilma Rudolph, Tn",36.5872156,-87.2951161,"2792 Wilma Rudolph Blvd, Clarksville, TN, 37040",2792 Wilma Rudolph Blvd,Clarksville,TN,37040,Montgomery,O'Charley's,Food Chains,227900.0,0.0007591048705572619
65059,"Lebanon, Tn",36.1809211,-86.3005162,"902 Murfreesboro Road, Lebanon, TN, 37090",902 Murfreesboro Road,Lebanon,TN,37090,Wilson,O'Charley's,Food Chains,151917.0,0.0008754780570969674
574,Murfreesboro,35.858383,-86.440804,"2455 Medical Center Pkwy, Murfreesboro, TN, 37129",2455 Medical Center Pkwy,Murfreesboro,TN,37129,Rutherford,BJ's Restaurants,Food Chains,352182.0,0.0008319562044624654
8529,Nashville,36.160148,-86.779695,"590 Broadway, Nashville, TN, 37203",590 Broadway,Nashville,TN,37203,Davidson,Eddie V's,Food Chains,703953.0,0.000869376222560313
4023,"Jersey Mike's Subs In Lebanon, Tn",36.215534,-86.323477,"1315 West Main St, Lebanon, TN, 37087",1315 West Main St,Lebanon,TN,37087,Wilson,Jersey Mikes,Food Chains,151917.0,0.0008754780570969674
4001,"Jersey Mike's Subs In Kingsport, Tn",36.53044,-82.53122,"1127 B - N Eastman Road, Kingsport, TN, 37664",1127 B - N Eastman Road,Kingsport,TN,37664,Sullivan,Jersey Mikes,Food Chains,159265.0,0.0009606630458669514
