Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,URL,Provider,Category,Status,Direction URL,geometry
1584,Opry Mills Mall,36.20295535,-86.69221819,"433 Opry Mills Road, Nashville, TN, 37214",433 Opry Mills Road,Nashville,TN,37214,Davidson,https://locations.jamba.com/tn/nashville/433-opry-mills-road,Jamba Juice,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/433+Opry+Mills+Road,+Nashville,+TN,+37214,+USA/",POINT (-86.69221819 36.20295535)
103159,Ross Creek Center,35.9860096,-86.5515451,"434 Sam Ridley Pkwy W, Smyrna, TN, 37167",434 Sam Ridley Pkwy W,Smyrna,TN,37167,Rutherford,https://locations.jamba.com/tn/smyrna/434-sam-ridley-pkwy-w,Jamba Juice,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/434+Sam+Ridley+Pkwy+W,+Smyrna,+TN,+37167,+USA/",POINT (-86.5515451 35.9860096)
103225,West Town Mall,35.92514994,-84.03767837,"7600 Kingston Pike Space 1162, Knoxville, TN, 37919",7600 Kingston Pike Space 1162,Knoxville,TN,37919,Knox,https://locations.jamba.com/tn/knoxville/7600-kingston-pike,Jamba Juice,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7600+Kingston+Pike+Space+1162,+Knoxville,+TN,+37919,+USA/",POINT (-84.03767837 35.92514994)
1365,Elliston 23,36.14972731,-86.80642436,"2314 Elliston Place, Nashville, TN, 37203",2314 Elliston Place,Nashville,TN,37203,Davidson,https://locations.jamba.com/tn/nashville/2314-elliston-place,Jamba Juice,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2314+Elliston+Place,+Nashville,+TN,+37203,+USA/",POINT (-86.80642436 36.14972731)
1371,Cool Springs,35.93450136,-86.82224429,"1844 W Mcewen Dr Ste 100, Franklin, TN, 37067",1844 W Mcewen Dr Ste 100,Franklin,TN,37067,Williamson,https://locations.jamba.com/tn/franklin/1844-w-mcewen-dr,Jamba Juice,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1844+W+Mcewen+Dr+Ste+100,+Franklin,+TN,+37067,+USA/",POINT (-86.82224429 35.93450136)
4039,"Jersey Mike's Subs In Clarksville, Tn",36.572857,-87.315439,"2298 Trenton Road Suite 104, Clarksville, TN, 37040",2298 Trenton Road Suite 104,Clarksville,TN,37040,Montgomery,https://www.jerseymikes.com/4039/clarksville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2298+Trenton+Road+Suite+104,+Clarksville,+TN,+37040,+USA/",POINT (-87.315439 36.572857)
4028,"Jersey Mike's Subs In Madison, Tn",36.29472,-86.7011,"1706 Gallatin Pike N Suite 8a, Madison, TN, 37115",1706 Gallatin Pike N Suite 8a,Madison,TN,37115,Davidson,https://www.jerseymikes.com/4028/madison-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1706+Gallatin+Pike+N+Suite+8a,+Madison,+TN,+37115,+USA/",POINT (-86.7011 36.29472)
4045,"Jersey Mike's Subs In Nashville, Tn",36.170052,-86.685012,"2288 Lebanon Road, Nashville, TN, 37214",2288 Lebanon Road,Nashville,TN,37214,Davidson,https://www.jerseymikes.com/4045/nashville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2288+Lebanon+Road,+Nashville,+TN,+37214,+USA/",POINT (-86.685012 36.170052)
4042,"Jersey Mike's Subs In Spring Hill, Tn",35.777457,-86.913614,"5018 Spedale Court, Spring Hill, TN, 37174",5018 Spedale Court,Spring Hill,TN,37174,Williamson,https://www.jerseymikes.com/4042/spring-hill-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5018+Spedale+Court,+Spring+Hill,+TN,+37174,+USA/",POINT (-86.913614 35.777457)
4002,"Jersey Mike's Subs In Johnson City, Tn",36.3012,-82.37843,"1805 West State Of Franklin Suite 100, Johnson City, TN, 37604",1805 West State Of Franklin Suite 100,Johnson City,TN,37604,Washington,https://www.jerseymikes.com/4002/johnson-city-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1805+West+State+Of+Franklin+Suite+100,+Johnson+City,+TN,+37604,+USA/",POINT (-82.37843 36.3012)
4001,"Jersey Mike's Subs In Kingsport, Tn",36.53044,-82.53122,"1127 B - N Eastman Road, Kingsport, TN, 37664",1127 B - N Eastman Road,Kingsport,TN,37664,Sullivan,https://www.jerseymikes.com/4001/kingsport-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1127+B+-+N+Eastman+Road,+Kingsport,+TN,+37664,+USA/",POINT (-82.53122 36.53044)
4027,"Jersey Mike's Subs In Nashville, Tn",36.18921,-86.79827,"2050 Rosa Parks Blvd, Nashville, TN, 37228",2050 Rosa Parks Blvd,Nashville,TN,37228,Davidson,https://www.jerseymikes.com/4027/nashville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2050+Rosa+Parks+Blvd,+Nashville,+TN,+37228,+USA/",POINT (-86.79827 36.18921)
4046,"Jersey Mike's Subs In Bristol , Tn",36.590964,-82.264484,"420 Pinnacle Parkway, Bristol, TN, 37620",420 Pinnacle Parkway,Bristol,TN,37620,Sullivan,https://www.jerseymikes.com/4046/bristol-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/420+Pinnacle+Parkway,+Bristol,+TN,+37620,+USA/",POINT (-82.264484 36.590964)
4012,"Jersey Mike's Subs In Clarksville, Tn",36.51433,-87.2983,"1960 L Madison Street, Clarksville, TN, 37043",1960 L Madison Street,Clarksville,TN,37043,Montgomery,https://www.jerseymikes.com/4012/clarksville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1960+L+Madison+Street,+Clarksville,+TN,+37043,+USA/",POINT (-87.2983 36.51433)
4069,"Jersey Mike's Subs In Greeneville, Tn",36.180262,-82.782075,"2327 E Andrew Johnson Hwy Unit A, Greeneville, TN, 37745",2327 E Andrew Johnson Hwy Unit A,Greeneville,TN,37745,Greene,https://www.jerseymikes.com/4069/greeneville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2327+E+Andrew+Johnson+Hwy+Unit+A,+Greeneville,+TN,+37745,+USA/",POINT (-82.782075 36.180262)
4060,"Jersey Mike's Subs In Bartlett, Tn",35.205286,-89.803524,"7780 Us Hwy 64 Suite 108, Memphis, TN, 38133",7780 Us Hwy 64 Suite 108,Memphis,TN,38133,Shelby,https://www.jerseymikes.com/4060/bartlett-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7780+Us+Hwy+64+Suite+108,+Memphis,+TN,+38133,+USA/",POINT (-89.803524 35.205286)
4011,"Jersey Mike's Subs In Hermitage, Tn",36.182953,-86.606803,"5506 Old Hickory Blvd, Hermitage, TN, 37076",5506 Old Hickory Blvd,Hermitage,TN,37076,Davidson,https://www.jerseymikes.com/4011/hermitage-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5506+Old+Hickory+Blvd,+Hermitage,+TN,+37076,+USA/",POINT (-86.606803 36.182953)
4054,"Jersey Mike's Subs In Gallatin, Tn",36.363289,-86.493078,"940 Memory Lane, Gallatin, TN, 37066",940 Memory Lane,Gallatin,TN,37066,Sumner,https://www.jerseymikes.com/4054/gallatin-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/940+Memory+Lane,+Gallatin,+TN,+37066,+USA/",POINT (-86.493078 36.363289)
4005,"Jersey Mike's Subs In Nashville, Tn",36.13037,-86.85633,"73 White Bridge Road Suite 101, Nashville, TN, 37205",73 White Bridge Road Suite 101,Nashville,TN,37205,Davidson,https://www.jerseymikes.com/4005/nashville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/73+White+Bridge+Road+Suite+101,+Nashville,+TN,+37205,+USA/",POINT (-86.85633 36.13037)
4009,"Jersey Mike's Subs In Nashville, Tn",36.088719,-86.647923,"2280 Murfreesboro Pike, Nashville, TN, 37217",2280 Murfreesboro Pike,Nashville,TN,37217,Davidson,https://www.jerseymikes.com/4009/nashville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2280+Murfreesboro+Pike,+Nashville,+TN,+37217,+USA/",POINT (-86.647923 36.088719)
4052,"Jersey Mike's Subs In Columbia, Tn",35.602796,-87.061937,"1202 S James Campbell Blvd Suite 7b, Columbia, TN, 38401",1202 S James Campbell Blvd Suite 7b,Columbia,TN,38401,Maury,https://www.jerseymikes.com/4052/columbia-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1202+S+James+Campbell+Blvd+Suite+7b,+Columbia,+TN,+38401,+USA/",POINT (-87.061937 35.602796)
4004,"Jersey Mike's Subs In Nashville, Tn",36.1497,-86.80563,"2311 Elliston Place, Nashville, TN, 37203",2311 Elliston Place,Nashville,TN,37203,Davidson,https://www.jerseymikes.com/4004/nashville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2311+Elliston+Place,+Nashville,+TN,+37203,+USA/",POINT (-86.80563 36.1497)
4018,"Jersey Mike's Subs In Brentwood, Tn",36.03185,-86.8025,"214 Ward Circle Suite 300 Lakeside Center, Brentwood, TN, 37027",214 Ward Circle Suite 300 Lakeside Center,Brentwood,TN,37027,Williamson,https://www.jerseymikes.com/4018/brentwood-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/214+Ward+Circle+Suite+300+Lakeside+Center,+Brentwood,+TN,+37027,+USA/",POINT (-86.8025 36.03185)
4037,"Jersey Mike's Subs In Franklin, Tn",35.949953,-86.807837,"1175 Meridian Blvd Suite 110, Franklin, TN, 37067",1175 Meridian Blvd Suite 110,Franklin,TN,37067,Williamson,https://www.jerseymikes.com/4037/franklin-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1175+Meridian+Blvd+Suite+110,+Franklin,+TN,+37067,+USA/",POINT (-86.807837 35.949953)
4053,"Jersey Mike's Subs In Pigeon Forge, Tn",35.803133,-83.575537,"2656 Parkway Suite 2, Pigeon Forge, TN, 37863",2656 Parkway Suite 2,Pigeon Forge,TN,37863,Sevier,https://www.jerseymikes.com/4053/pigeon-forge-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2656+Parkway+Suite+2,+Pigeon+Forge,+TN,+37863,+USA/",POINT (-83.575537 35.803133)
4061,"Jersey Mike's Subs In Murfreesboro, Tn",35.880505,-86.384363,"2113 Memorial Blvd Suite C, Murfreesboro, TN, 37129",2113 Memorial Blvd Suite C,Murfreesboro,TN,37129,Rutherford,https://www.jerseymikes.com/4061/murfreesboro-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2113+Memorial+Blvd+Suite+C,+Murfreesboro,+TN,+37129,+USA/",POINT (-86.384363 35.880505)
4030,"Jersey Mike's Subs In Franklin, Tn",35.949049,-86.818211,"2000 Mallory Lane Suite 610, Franklin, TN, 37067",2000 Mallory Lane Suite 610,Franklin,TN,37067,Williamson,https://www.jerseymikes.com/4030/franklin-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2000+Mallory+Lane+Suite+610,+Franklin,+TN,+37067,+USA/",POINT (-86.818211 35.949049)
4058,"Jersey Mike's Subs In Jackson, Tn",35.669369,-88.86044,"1081 Vann Drive Suite 100, Jackson, TN, 38305",1081 Vann Drive Suite 100,Jackson,TN,38305,Madison,https://www.jerseymikes.com/4058/jackson-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1081+Vann+Drive+Suite+100,+Jackson,+TN,+38305,+USA/",POINT (-88.86044 35.669369)
4025,"Jersey Mike's Subs In Nashville, Tn",36.04191,-86.74406,"5527 Edmondson Pike, Nashville, TN, 37211",5527 Edmondson Pike,Nashville,TN,37211,Davidson,https://www.jerseymikes.com/4025/nashville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5527+Edmondson+Pike,+Nashville,+TN,+37211,+USA/",POINT (-86.74406 36.04191)
4065,"Jersey Mike's Subs In Lebanon, Tn",36.187666,-86.410501,"6650 Eastgate Blvd Suite 103, Lebanon, TN, 37090",6650 Eastgate Blvd Suite 103,Lebanon,TN,37090,Wilson,https://www.jerseymikes.com/4065/lebanon-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/6650+Eastgate+Blvd+Suite+103,+Lebanon,+TN,+37090,+USA/",POINT (-86.410501 36.187666)
4015,"Jersey Mike's Subs In Hendersonville, Tn",36.303868,-86.620641,"247 West Main Street, Hendersonville, TN, 37075",247 West Main Street,Hendersonville,TN,37075,Sumner,https://www.jerseymikes.com/4015/hendersonville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/247+West+Main+Street,+Hendersonville,+TN,+37075,+USA/",POINT (-86.620641 36.303868)
4062,"Jersey Mike's Subs In Springfield, Tn",36.494182,-86.878673,"2023 Memorial Blvd Suite A-1, Springfield, TN, 37172",2023 Memorial Blvd Suite A-1,Springfield,TN,37172,Robertson,https://www.jerseymikes.com/4062/springfield-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2023+Memorial+Blvd+Suite+A-1,+Springfield,+TN,+37172,+USA/",POINT (-86.878673 36.494182)
4022,"Jersey Mike's Subs In Kingsport, Tn",36.48184,-82.49877,"4260 Fort Henry Drive Suite 114, Kingsport, TN, 37663",4260 Fort Henry Drive Suite 114,Kingsport,TN,37663,Sullivan,https://www.jerseymikes.com/4022/kingsport-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4260+Fort+Henry+Drive+Suite+114,+Kingsport,+TN,+37663,+USA/",POINT (-82.49877 36.48184)
4064,"Jersey Mike's Subs In White House, Tn",36.469082,-86.672007,"615 Hwy 76, White House, TN, 37188",615 Hwy 76,White House,TN,37188,Robertson,https://www.jerseymikes.com/4064/white-house-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/615+Hwy+76,+White+House,+TN,+37188,+USA/",POINT (-86.672007 36.469082)
4047,"Jersey Mike's Subs In Oak Ridge, Tn",36.010882,-84.268182,"1568 Oak Ridge Turnpike, Oak Ridge, TN, 37830",1568 Oak Ridge Turnpike,Oak Ridge,TN,37830,Anderson,https://www.jerseymikes.com/4047/oak-ridge-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1568+Oak+Ridge+Turnpike,+Oak+Ridge,+TN,+37830,+USA/",POINT (-84.268182 36.010882)
4048,"Jersey Mike's Subs In Knoxville, Tn",35.951778,-83.940052,"2415 University Commons Way, Knoxville, TN, 37919",2415 University Commons Way,Knoxville,TN,37919,Knox,https://www.jerseymikes.com/4048/knoxville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2415+University+Commons+Way,+Knoxville,+TN,+37919,+USA/",POINT (-83.940052 35.951778)
4049,"Jersey Mike's Subs In Hixson, Tn",35.143242,-85.247841,"5510 Highway 153 Suite124-B, Hixson, TN, 37343",5510 Highway 153 Suite124-B,Hixson,TN,37343,Hamilton,https://www.jerseymikes.com/4049/hixson-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5510+Highway+153+Suite124-B,+Hixson,+TN,+37343,+USA/",POINT (-85.247841 35.143242)
4036,"Jersey Mike's Subs In Smyrna, Tn",35.98285,-86.553596,"479 Sam Ridley Parkway West Suite 115, Smyrna, TN, 37167",479 Sam Ridley Parkway West Suite 115,Smyrna,TN,37167,Rutherford,https://www.jerseymikes.com/4036/smyrna-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/479+Sam+Ridley+Parkway+West+Suite+115,+Smyrna,+TN,+37167,+USA/",POINT (-86.553596 35.98285)
4040,"Jersey Mike's Subs In Kingsport, Tn",36.549542,-82.491741,"2633 E Stone Dr, Kingsport, TN, 37660",2633 E Stone Dr,Kingsport,TN,37660,Sullivan,https://www.jerseymikes.com/4040/kingsport-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2633+E+Stone+Dr,+Kingsport,+TN,+37660,+USA/",POINT (-82.491741 36.549542)
4023,"Jersey Mike's Subs In Lebanon, Tn",36.215534,-86.323477,"1315 West Main St, Lebanon, TN, 37087",1315 West Main St,Lebanon,TN,37087,Wilson,https://www.jerseymikes.com/4023/lebanon-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1315+West+Main+St,+Lebanon,+TN,+37087,+USA/",POINT (-86.323477 36.215534)
4026,"Jersey Mike's Subs In Cookeville, Tn",36.153418,-85.501168,"447 South Jefferson Ave, Cookeville, TN, 38501",447 South Jefferson Ave,Cookeville,TN,38501,Putnam,https://www.jerseymikes.com/4026/cookeville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/447+South+Jefferson+Ave,+Cookeville,+TN,+38501,+USA/",POINT (-85.501168 36.153418)
4008,"Jersey Mike's Subs In Murfreesboro, Tn",35.790248,-86.39931,"2925 South Church Street Suite C, Murfreesboro, TN, 37127",2925 South Church Street Suite C,Murfreesboro,TN,37127,Rutherford,https://www.jerseymikes.com/4008/murfreesboro-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2925+South+Church+Street+Suite+C,+Murfreesboro,+TN,+37127,+USA/",POINT (-86.39931 35.790248)
4003,"Jersey Mike's Subs In Franklin, Tn",35.91646,-86.83961,"1010 Murfreesboro Rd Suite 150, Franklin, TN, 37064",1010 Murfreesboro Rd Suite 150,Franklin,TN,37064,Williamson,https://www.jerseymikes.com/4003/franklin-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1010+Murfreesboro+Rd+Suite+150,+Franklin,+TN,+37064,+USA/",POINT (-86.83961 35.91646)
4051,"Jersey Mike's Subs In Cleveland, Tn",35.177753,-84.865156,"2416 N Ocoee St, Cleveland, TN, 37311",2416 N Ocoee St,Cleveland,TN,37311,Bradley,https://www.jerseymikes.com/4051/cleveland-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2416+N+Ocoee+St,+Cleveland,+TN,+37311,+USA/",POINT (-84.865156 35.177753)
4056,"Jersey Mike's Subs In Ooltewah, Tn",35.082629,-85.060508,"5975 Elementary Way Suite 103, Ooltewah, TN, 37363",5975 Elementary Way Suite 103,Ooltewah,TN,37363,Hamilton,https://www.jerseymikes.com/4056/ooltewah-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5975+Elementary+Way+Suite+103,+Ooltewah,+TN,+37363,+USA/",POINT (-85.060508 35.082629)
4020,"Jersey Mike's Subs In Johnson City, Tn",36.34066,-82.377432,"2106 Mountcastle Drive Suite 2, Johnson City, TN, 37604",2106 Mountcastle Drive Suite 2,Johnson City,TN,37604,Washington,https://www.jerseymikes.com/4020/johnson-city-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2106+Mountcastle+Drive+Suite+2,+Johnson+City,+TN,+37604,+USA/",POINT (-82.377432 36.34066)
4021,"Jersey Mike's Subs In Nashville, Tn",36.11251,-86.76764,"736 Thompson Lane, Nashville, TN, 37204",736 Thompson Lane,Nashville,TN,37204,Davidson,https://www.jerseymikes.com/4021/nashville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/736+Thompson+Lane,+Nashville,+TN,+37204,+USA/",POINT (-86.76764 36.11251)
4041,"Jersey Mike's Subs In Nashville, Tn",36.104881,-86.817387,"2184 Bandywood Dr, Nashville, TN, 37215",2184 Bandywood Dr,Nashville,TN,37215,Davidson,https://www.jerseymikes.com/4041/nashville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2184+Bandywood+Dr,+Nashville,+TN,+37215,+USA/",POINT (-86.817387 36.104881)
4043,"Jersey Mike's Subs In Chattanooga, Tn",35.036844,-85.150265,"2260 Gunbarrel Road Suite 205, Chattanooga, TN, 37421",2260 Gunbarrel Road Suite 205,Chattanooga,TN,37421,Hamilton,https://www.jerseymikes.com/4043/chattanooga-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2260+Gunbarrel+Road+Suite+205,+Chattanooga,+TN,+37421,+USA/",POINT (-85.150265 35.036844)
4044,"Jersey Mike's Subs In Knoxville, Tn",35.941914,-83.98534,"4839 Kingston Pike, Knoxville, TN, 37919",4839 Kingston Pike,Knoxville,TN,37919,Knox,https://www.jerseymikes.com/4044/knoxville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4839+Kingston+Pike,+Knoxville,+TN,+37919,+USA/",POINT (-83.98534 35.941914)
4068,"Jersey Mike's Subs In Maryville, Tn",35.750664,-83.99277,"733 Watkins Rd, Maryville, TN, 37801",733 Watkins Rd,Maryville,TN,37801,Blount,https://www.jerseymikes.com/4068/maryville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/733+Watkins+Rd,+Maryville,+TN,+37801,+USA/",POINT (-83.99277 35.750664)
4050,"Jersey Mike's Subs In Mt. Juliet, Tn",36.201023,-86.518304,"2231 North Mt Juliet Rd, Mount Juliet, TN, 37122",2231 North Mt Juliet Rd,Mount Juliet,TN,37122,Wilson,https://www.jerseymikes.com/4050/mt-juliet-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2231+North+Mt+Juliet+Rd,+Mount+Juliet,+TN,+37122,+USA/",POINT (-86.518304 36.201023)
4034,"Jersey Mike's Subs In Murfreesboro, Tn",35.84504,-86.445,"2705a Old Fort Parkway, Murfreesboro, TN, 37128",2705a Old Fort Parkway,Murfreesboro,TN,37128,Rutherford,https://www.jerseymikes.com/4034/murfreesboro-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2705a+Old+Fort+Parkway,+Murfreesboro,+TN,+37128,+USA/",POINT (-86.445 35.84504)
4010,"Jersey Mike's Subs In Nashville, Tn",36.0754,-86.922291,"7114 Ushwy 70-South Suite113, Nashville, TN, 37221",7114 Ushwy 70-South Suite113,Nashville,TN,37221,Davidson,https://www.jerseymikes.com/4010/nashville-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7114+Ushwy+70-South+Suite113,+Nashville,+TN,+37221,+USA/",POINT (-86.922291 36.0754)
4035,"Jersey Mike's Subs In Bristol, Tn",36.55861,-82.21389,"1430 Volunteer Parkway South Gate Suite 9, Bristol, TN, 37620",1430 Volunteer Parkway South Gate Suite 9,Bristol,TN,37620,Sullivan,https://www.jerseymikes.com/4035/bristol-tn,Jersey Mikes,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1430+Volunteer+Parkway+South+Gate+Suite+9,+Bristol,+TN,+37620,+USA/",POINT (-82.21389 36.55861)
